id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1275127002694135808,1275127002694135808,1592848942000,2020-06-22,18:02:22,UTC,2989217133,umerkhaliid,Umer Khalid,,"Haider Ali, Shadab khan & Haris Rauf Test Positive for Corona Virus.
Pray for their speedy Recovery..❤️ BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19  pic.twitter.com/EUaKtqHkHP",[],[],['https://pbs.twimg.com/media/EbIpPlvWAAAIrDX.jpg'],0,0,1,[],[],https://twitter.com/Umerkhaliid/status/1275127002694135808,False,,0,,,,,,,"[{'user_id': '2989217133', 'username': 'Umerkhaliid'}]",,,,
1275126979319169032,1275126979319169032,1592848937000,2020-06-22,18:02:17,UTC,307559946,roniirani,RONI IRANI,,"COVID 19 case in Pakistan 181088 and death 3590  and donkey king saying that our policy is successful
WTF",[],[],[],0,0,0,[],[],https://twitter.com/roniirani/status/1275126979319169032,False,,0,,,,,,,"[{'user_id': '307559946', 'username': 'roniirani'}]",,,,
1275126572492734464,1275126570538217472,1592848840000,2020-06-22,18:00:40,UTC,1241733357861568512,rajaaliejaz1,Raja Ali Ejaz,,"During the meeting, matters pertaining to welfare assistance to Pakistani community, especially in transportation of deceased Pakistanis back to home country were discussed. Impact of COVID-19 on Pakistani community in Saudi Arabia also came under discussion.
#Pakistan #community",[],[],[],0,0,1,"['#pakistan', '#community']",[],https://twitter.com/RajaAliEjaz1/status/1275126572492734464,False,,0,,,,,,,"[{'user_id': '1241733357861568512', 'username': 'RajaAliEjaz1'}]",,,,
1275126219927781376,1275126219927781376,1592848756000,2020-06-22,17:59:16,UTC,137660129,pakdiscussion,PakDiscussion,,Covid-19 in Pakistan PakDiscussion | Discussion Forum of Pakistan -  https://www.pakdiscussion.com/covid-19-in-pakistan-what-are-the-latest-updates/ … pic.twitter.com/7QFTcMaxnv,[],['https://www.pakdiscussion.com/covid-19-in-pakistan-what-are-the-latest-updates/'],['https://pbs.twimg.com/media/EbIoievUcAU8g8M.jpg'],0,0,0,[],[],https://twitter.com/pakdiscussion/status/1275126219927781376,False,,0,,,,,,,"[{'user_id': '137660129', 'username': 'pakdiscussion'}]",,,,
1275125581714280448,1275125581714280448,1592848604000,2020-06-22,17:56:44,UTC,1241733357861568512,rajaaliejaz1,Raja Ali Ejaz,,"Mr. Khalid Rasheed, a businessman of Pakistan origin and Mrs. Tasneem Amjad, President of Pakistan Overseas Association Forum (ladies wing) called on me today. Discussions on impacts of COVID-19 on business environment in the Kingdom and how to mitigate them took place  pic.twitter.com/tjc3eBOr1a",[],[],"['https://pbs.twimg.com/media/EbIn8zdXgAY4CUU.jpg', 'https://pbs.twimg.com/media/EbIn9KeXsAETIv8.jpg']",0,0,3,[],[],https://twitter.com/RajaAliEjaz1/status/1275125581714280448,False,,0,,,,,,,"[{'user_id': '1241733357861568512', 'username': 'RajaAliEjaz1'}]",,,,
1275125419956527104,1275101820604440594,1592848565000,2020-06-22,17:56:05,UTC,1274658110905282561,anujvis88333260,Anuj Vishnoi,,You and ur puppy pakistan keep remmber one thing in ur mind mr Chinese our indian army will defeat ur pla army in war china is  father of covid 19,['huxijin_gt'],[],[],0,0,0,[],[],https://twitter.com/AnujVis88333260/status/1275125419956527104,False,,0,,,,,,,"[{'user_id': '1274658110905282561', 'username': 'AnujVis88333260'}, {'user_id': '2775998016', 'username': 'HuXijin_GT'}]",,,,
1275124541174484997,1275124541174484997,1592848355000,2020-06-22,17:52:35,UTC,429407896,ajtmh,Am J Trop Med Hyg,,Threat of #COVID-19 #Vaccine Hesitancy in Pakistan: The Need for Measures to Neutralize Misleading Narratives  https://buff.ly/311dOl4  @ASTMH,['astmh'],['https://buff.ly/311dOl4'],[],0,1,0,"['#covid', '#vaccine']",[],https://twitter.com/AJTMH/status/1275124541174484997,False,,0,,,,,,,"[{'user_id': '429407896', 'username': 'AJTMH'}, {'user_id': '75322835', 'username': 'ASTMH'}]",,,,
1275124353571663875,1275124353571663875,1592848311000,2020-06-22,17:51:51,UTC,1073116989965643776,newztodays,newztodays,,Pakistan and IMF agree to review current economic targets in Oct amid Covid-19 Pandemic  https://newztodays.com/pakistan-and-imf-agree-to-review-current-economic-targets-in-oct-amid-covid-19-pandemic/ … @imf_pakistan #Pakistan #coronavirus,['imf_pakistan'],['https://newztodays.com/pakistan-and-imf-agree-to-review-current-economic-targets-in-oct-amid-covid-19-pandemic/'],[],0,0,0,"['#pakistan', '#coronavirus']",[],https://twitter.com/newztodays/status/1275124353571663875,False,,0,,,,,,,"[{'user_id': '1073116989965643776', 'username': 'newztodays'}, {'user_id': '1418861952', 'username': 'imf_pakistan'}]",,,,
1275123277476900869,1275123277476900869,1592848054000,2020-06-22,17:47:34,UTC,1251351733386780674,maskbanao,Mask Banao,,"The number of confirmed Coronavirus cases has risen to 182664 a rise of 3072 in merely the past 24 hours. There were also 59 new deaths from the virus today, bringing the total tally to 3606. Experts suggest there might be as many as 111206 active COVID-19 infections in Pakistan.  pic.twitter.com/H3G0Xn5VDG",[],[],['https://pbs.twimg.com/media/EbIltgZXQAEo2Sb.jpg'],1,0,0,[],[],https://twitter.com/MaskBanao/status/1275123277476900869,False,,0,,,,,,,"[{'user_id': '1251351733386780674', 'username': 'MaskBanao'}]",,,,
1275123216529399810,1275123216529399810,1592848040000,2020-06-22,17:47:20,UTC,117233398,apostlegm,Apostle G Maldonado,,"You are making the difference. 
Pakistan has a special place in my heart. During this COVID-19 pandemic, we were told about extreme cases of families in Pakistan who could not find food for their families.  pic.twitter.com/RWzkAC9BQT",[],[],[],1,0,7,[],[],https://twitter.com/apostlegm/status/1275123216529399810,False,,1,,,,,,,"[{'user_id': '117233398', 'username': 'apostlegm'}]",,,,
1275122918452682752,1275122918452682752,1592847969000,2020-06-22,17:46:09,UTC,189239322,syed_mehdi_raza,SYED MEHDI RAZA P.E,,"Covid-19 has affected many professionals in the market, . One of them is #Electrical #Engineer @shahzebbilgrami from #NUST and working experience with #NEC on different projects for nearly 03 years.  He may be contacted a position in #Pakistan  pic.twitter.com/89jMqkTecN",['shahzebbilgrami'],[],['https://pbs.twimg.com/media/EbIleBFVAAAbDAo.jpg'],0,0,0,"['#electrical', '#engineer', '#nust', '#nec', '#pakistan']",[],https://twitter.com/SYED_MEHDI_RAZA/status/1275122918452682752,False,,0,,,,,,,"[{'user_id': '189239322', 'username': 'SYED_MEHDI_RAZA'}, {'user_id': '314441999', 'username': 'shahzebbilgrami'}]",,,,
1275121047868772353,1275121047868772353,1592847523000,2020-06-22,17:38:43,UTC,742634559716614144,hassanmushtac,ح۔س۔ن,,"BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19  pic.twitter.com/6Ru8aEFwQP",[],[],['https://pbs.twimg.com/media/EbIj0G3XkAE7K0e.jpg'],0,0,0,[],[],https://twitter.com/hassanmushtac/status/1275121047868772353,False,,0,,,,,,,"[{'user_id': '742634559716614144', 'username': 'hassanmushtac'}]",,,,
1275120616434274306,1275120616434274306,1592847420000,2020-06-22,17:37:00,UTC,1257354634060083200,muhamma11503327,MUHAMMAD USAMA,,"Haider Ali, Shadab khan and Haris rauf tested positive for Covid-19. All of them are part of England's tour of #Pakistan cricket team. Now their participation in England's tour is not confirmed. My best wishes to all of them. Get well soon boys.
#HaiderAli
#Cricketers
#Cricket pic.twitter.com/ZCVShq00uC",[],[],['https://pbs.twimg.com/media/EbIjb0DWoAApa3n.jpg'],0,0,0,"['#pakistan', '#haiderali', '#cricketers', '#cricket']",[],https://twitter.com/MUHAMMA11503327/status/1275120616434274306,False,,0,,,,,,,"[{'user_id': '1257354634060083200', 'username': 'MUHAMMA11503327'}]",,,,
1275119663911927810,1275119663911927810,1592847193000,2020-06-22,17:33:13,UTC,112164692,alihashimi,syed ali hashimi,,"Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of the Pakistan men’s national cricket team’s tour to England.",[],[],[],0,0,2,[],[],https://twitter.com/alihashimi/status/1275119663911927810,False,,0,,,,,,,"[{'user_id': '112164692', 'username': 'alihashimi'}]",,,,
1275119384932102145,1275119384932102145,1592847126000,2020-06-22,17:32:06,UTC,3418333109,eye_on_pakistan,Eye On Pakistan,,#Reliefweb How the World Bank is mitigating the impacts of COVID-19 in the health sector  https://ift.tt/3fQKQZp  #Pakistan,[],['https://ift.tt/3fQKQZp'],[],0,0,0,"['#reliefweb', '#pakistan']",[],https://twitter.com/Eye_on_Pakistan/status/1275119384932102145,False,,0,,,,,,,"[{'user_id': '3418333109', 'username': 'Eye_on_Pakistan'}]",,,,
1275119370600095746,1275119370600095746,1592847123000,2020-06-22,17:32:03,UTC,794668417001357312,nclinc,NCL,,"Shadab Khan, Haris Rauf, Haider Ali test positive for Covid-19 – Trio were due to tour with Pakistan for England series in August-September  http://www.espncricinfo.com/ci/content/story/1225449.html?CMP=OTC-RSS … pic.twitter.com/E83gV3sasv",[],['http://www.espncricinfo.com/ci/content/story/1225449.html?CMP=OTC-RSS'],['https://pbs.twimg.com/media/EbIiT2RXgAUZAhm.png'],0,0,0,[],[],https://twitter.com/nclinc/status/1275119370600095746,False,,0,,,,,,,"[{'user_id': '794668417001357312', 'username': 'nclinc'}]",,,,
1275118926410719233,1275118926410719233,1592847017000,2020-06-22,17:30:17,UTC,2975166889,javedrobertson,robertson javed,,"Liked  https://www.youtube.com/watch?v=-i53ZUPOsgUon … YouTube: COVID-19 Update:Decreasing Death Rate in Pakistan,some Chronic symptoms  https://ift.tt/2AYFrk4  pic.twitter.com/cGgiVGsKA3",[],"['https://www.youtube.com/watch?v=-i53ZUPOsgUon', 'https://ift.tt/2AYFrk4']",['https://pbs.twimg.com/media/EbIh6CAWkAAg-QW.png'],0,0,0,[],[],https://twitter.com/JavedRobertson/status/1275118926410719233,False,,0,,,,,,,"[{'user_id': '2975166889', 'username': 'JavedRobertson'}]",,,,
1275117507402178561,1275099112384364546,1592846678000,2020-06-22,17:24:38,UTC,429762236,qaisarjamshed,QJ,,Covid-19 lockdowns would be recognized as major reason for rapid growth in population in 3rd world countries including Pakistan,['mayapirzada'],[],[],0,0,1,[],[],https://twitter.com/QaisarJamshed/status/1275117507402178561,False,,0,,,,,,,"[{'user_id': '429762236', 'username': 'QaisarJamshed'}, {'user_id': '1172166860067999747', 'username': 'MayaPirzada'}]",,,,
1275116618301861895,1275103869131988993,1592846466000,2020-06-22,17:21:06,UTC,2794256917,cricflicker,CricFlicker,,"BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19  pic.twitter.com/mb3FmTFnW5","['icc', 'cricketworldcup']",[],['https://pbs.twimg.com/media/EbIfzOjUwAUs7oc.jpg'],0,0,0,[],[],https://twitter.com/cricflicker/status/1275116618301861895,False,,0,,,,,,,"[{'user_id': '2794256917', 'username': 'cricflicker'}, {'user_id': '177547780', 'username': 'ICC'}, {'user_id': '287117871', 'username': 'cricketworldcup'}]",,,,
1275115722738294784,1275100082996752384,1592846253000,2020-06-22,17:17:33,UTC,150455590,sawerapasha,Sawera Pasha,,"3 out of 5 #Covid_19 test results came in positive, 23 more test results expected tomorrow. Lets hope no more positives. 
#Pakistan #Cricket #ENGvPAK",[],[],[],2,1,27,"['#covid_19', '#pakistan', '#cricket', '#engvpak']",[],https://twitter.com/sawerapasha/status/1275115722738294784,False,,0,,,,,,,"[{'user_id': '150455590', 'username': 'sawerapasha'}]",,,,
1275115546669768704,1275115546669768704,1592846211000,2020-06-22,17:16:51,UTC,525126646,cskian716,Manya,,"Three Pakistani players have tested positive for COVID 19. A month and some days from now Pakistan are set to play England. Are we ready for cricket already, given the virus is just starting to peak in the subcontinent?",[],[],[],1,0,33,[],[],https://twitter.com/CSKian716/status/1275115546669768704,False,,0,,,,,,,"[{'user_id': '525126646', 'username': 'CSKian716'}]",,,,
1275115323230838789,1275115323230838789,1592846158000,2020-06-22,17:15:58,UTC,746928002743799808,tanvir_hs,Tanveer Hussain,,"BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19",[],[],[],0,0,0,[],[],https://twitter.com/TANVIR_HS/status/1275115323230838789,False,,0,,,,,,,"[{'user_id': '746928002743799808', 'username': 'TANVIR_HS'}]",,,,
1275114638175322118,1275114638175322118,1592845994000,2020-06-22,17:13:14,UTC,1271865320228208641,rashid72854215,Rashid,,"""Updates on Covid-19 in Pakistan""   https://twitter.com/i/events/1256226526724415488 …",[],['https://twitter.com/i/events/1256226526724415488'],[],0,0,0,[],[],https://twitter.com/Rashid72854215/status/1275114638175322118,False,,0,,,,,,,"[{'user_id': '1271865320228208641', 'username': 'Rashid72854215'}]",,,,
1275114299728502785,1275114299728502785,1592845914000,2020-06-22,17:11:54,UTC,204315538,ishabbirwahgra,Shabbir Wahgra,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of the Pakistan men’s national cricket team’s tour to England.",[],[],[],0,1,3,[],[],https://twitter.com/iShabbirWahgra/status/1275114299728502785,False,,0,,,,,,,"[{'user_id': '204315538', 'username': 'iShabbirWahgra'}]",,,,
1275114259203031041,1275114259203031041,1592845904000,2020-06-22,17:11:44,UTC,34245009,indiatvnews,India TV,,"OMG: How COVID-19 exposed Imran Khan's duplicity in Pakistan
#OMG pic.twitter.com/gsFtJm00F9",[],[],[],0,10,66,['#omg'],[],https://twitter.com/indiatvnews/status/1275114259203031041,False,,1,,,,,,,"[{'user_id': '34245009', 'username': 'indiatvnews'}]",,,,
1275113556363575297,1275113556363575297,1592845736000,2020-06-22,17:08:56,UTC,1213452503347417089,zonipti,Zulqarnain PTI,,"Pakistan Cricket Board has confirmed 3 players – Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19.
Players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of Pakistan men’s national cricket team’s tour to England.
#NBC pic.twitter.com/BsUllI4vDC",[],[],['https://pbs.twimg.com/media/EbIdAjKX0AMgz1E.jpg'],0,0,0,['#nbc'],[],https://twitter.com/zonipti/status/1275113556363575297,False,,0,,,,,,,"[{'user_id': '1213452503347417089', 'username': 'zonipti'}]",,,,
1275111697968234497,1275111697968234497,1592845293000,2020-06-22,17:01:33,UTC,1418060748,mzahid01,Muhammad Zahid,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday #ENGvPAK #Cricket #COVID19",[],[],[],0,0,0,"['#engvpak', '#cricket', '#covid19']",[],https://twitter.com/MZahid01/status/1275111697968234497,False,,0,,,,,,,"[{'user_id': '1418060748', 'username': 'MZahid01'}]",,,,
1275109861450223616,1275109861450223616,1592844856000,2020-06-22,16:54:16,UTC,2908991137,hamzasiddiquipk,Hamza Siddiqui,,"Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday 

#ENGvPAK #Cricket #COVID19 pic.twitter.com/925jG5hG0F",[],[],['https://pbs.twimg.com/media/EbIZpaxXsAEBAjm.jpg'],0,2,7,"['#engvpak', '#cricket', '#covid19']",[],https://twitter.com/HamzaSiddiquiPK/status/1275109861450223616,False,,0,,,,,,,"[{'user_id': '2908991137', 'username': 'HamzaSiddiquiPK'}]",,,,
1275109622609780738,1275109622609780738,1592844799000,2020-06-22,16:53:19,UTC,531358356,asharjawad,Ashar Jawad,,Alarming that 3 out of 5 members of Pakistan's 29-man squad have tested positive for Covid-19. Others awaiting results. All three asymptomatic carriers. Any more cases might put the tour of England in doubt. Team departure for London scheduled for 28 June.,[],[],[],5,3,36,[],[],https://twitter.com/AsharJawad/status/1275109622609780738,False,,0,,,,,,,"[{'user_id': '531358356', 'username': 'AsharJawad'}]",,,,
1275109137957842948,1275109137957842948,1592844683000,2020-06-22,16:51:23,UTC,3192818611,ankulkaushik,Ankul Kaushik,,"@TheRealPCB has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of the Pakistan men’s national cricket team’s tour to England
@DayaSagar95 pic.twitter.com/Ckl56ofwtZ","['therealpcb', 'dayasagar95']",[],['https://pbs.twimg.com/media/EbIY5zsUMAA-d9p.jpg'],0,0,0,[],[],https://twitter.com/ankulkaushik/status/1275109137957842948,False,,0,,,,,,,"[{'user_id': '3192818611', 'username': 'ankulkaushik'}, {'user_id': '2420020489', 'username': 'TheRealPCB'}, {'user_id': '516432874', 'username': 'DayaSagar95'}]",,,,
1275108941651943424,1275108941651943424,1592844636000,2020-06-22,16:50:36,UTC,1172308832426418176,_ifralicious,Ifra Saeed🇵🇰,,"Haider Ali, @HarisRauf14 and @76Shadabkhan participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19.
NEED PRAYERS.","['harisrauf14', '76shadabkhan']",[],[],5,1,11,[],[],https://twitter.com/_ifralicious/status/1275108941651943424,False,,0,,,,,,,"[{'user_id': '1172308832426418176', 'username': '_ifralicious'}, {'user_id': '945305655908352007', 'username': 'HarisRauf14'}, {'user_id': '723082700991676416', 'username': '76Shadabkhan'}]",,,,
1275108500985786368,1275108500985786368,1592844531000,2020-06-22,16:48:51,UTC,299061898,bhattimajid,Abdul Majid Bhatti,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi.Imad Wasim and Usman Shinwari, also screened in Rawalpindi.",[],[],[],1,4,65,[],[],https://twitter.com/bhattimajid/status/1275108500985786368,False,,0,,,,,,,"[{'user_id': '299061898', 'username': 'bhattimajid'}]",,,,
1275107945240395777,1275107945240395777,1592844399000,2020-06-22,16:46:39,UTC,912632293746917376,itgdsports,India Today Sports,,"Shadab Khan, Haris Rauf, Haider Ali test positive for Covid-19 after being tested in Rawalpindi on Sunday. 
The 3 players are part of Pakistan's 29-member squad for the England tour in August  https://www.indiatoday.in/sports/cricket/story/pakistan-cricketers-shadab-khan-haris-rauf-haider-ali-test-positive-for-covid-19-1691652-2020-06-22 …",[],['https://www.indiatoday.in/sports/cricket/story/pakistan-cricketers-shadab-khan-haris-rauf-haider-ali-test-positive-for-covid-19-1691652-2020-06-22'],[],0,5,17,[],[],https://twitter.com/ITGDsports/status/1275107945240395777,False,,0,,,,,,,"[{'user_id': '912632293746917376', 'username': 'ITGDsports'}]",,,,
1275106674152439808,1275106674152439808,1592844096000,2020-06-22,16:41:36,UTC,19389647,cricket_world,Cricket World,,"The Pakistan Cricket Board has confirmed three players  Haider Ali, Haris Rauf and Shadab Khan, have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of the  tour to England.

➡️ https://bit.ly/318Qe5Q  pic.twitter.com/oiVAUZWZD0",[],['https://bit.ly/318Qe5Q'],['https://pbs.twimg.com/media/EbIWkguWsAMl7EB.jpg'],0,0,2,[],[],https://twitter.com/Cricket_World/status/1275106674152439808,False,,0,,,,,,,"[{'user_id': '19389647', 'username': 'Cricket_World'}]",,,,
1275105904422248448,1275105904422248448,1592843912000,2020-06-22,16:38:32,UTC,1121976804703711232,syediznabbs1,SyEd IzAn Abbas,,"BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19  pic.twitter.com/1EPy8RmZCY",[],[],['https://pbs.twimg.com/media/EbIWDJuXsAIA-3l.jpg'],0,0,0,[],[],https://twitter.com/SyEdIzNAbbS1/status/1275105904422248448,False,,0,,,,,,,"[{'user_id': '1121976804703711232', 'username': 'SyEdIzNAbbS1'}]",,,,
1275105345531113473,1275105345531113473,1592843779000,2020-06-22,16:36:19,UTC,732425200118030337,thefield_in,The Field,,"JUST IN: 

Three Pakistan cricketers – Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday ahead of the Pakistan men’s national cricket team’s tour to England, say PCB.",[],[],[],1,0,0,[],[],https://twitter.com/thefield_in/status/1275105345531113473,False,,0,,,,,,,"[{'user_id': '732425200118030337', 'username': 'thefield_in'}]",,,,
1275104843175038977,1275104843175038977,1592843659000,2020-06-22,16:34:19,UTC,1373898092,imaliamjad,Muhammad Ali Amjad,,"Sums up the whole situation in Pakistan, probably most of us all Covid-19 positive but no testing means no result, and since there were no symptoms, terrible situation!!  https://twitter.com/KazmiWajahat/status/1275100798008070146 …",[],['https://twitter.com/KazmiWajahat/status/1275100798008070146'],[],0,0,0,[],[],https://twitter.com/imAliAmjad/status/1275104843175038977,False,https://twitter.com/KazmiWajahat/status/1275100798008070146,0,,,,,,,"[{'user_id': '1373898092', 'username': 'imAliAmjad'}]",,,,
1275104718491172872,1275104718491172872,1592843629000,2020-06-22,16:33:49,UTC,2262729884,hazarinews,Hazari,,"Three Pakistan players – Haider Ali, Haris Rauf and Shadab Khan – have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi ahead of the Pakistan team’s tour to England.
Yet, cricket should take procedence!
#ENGvPAK #COVID19",[],[],[],0,0,0,"['#engvpak', '#covid19']",[],https://twitter.com/HazariNews/status/1275104718491172872,False,,0,,,,,,,"[{'user_id': '2262729884', 'username': 'HazariNews'}]",,,,
1275104707174948864,1275104707174948864,1592843627000,2020-06-22,16:33:47,UTC,1344139110,zwa007,Zaheer Walayat Awan,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday #ENGvPAK #Cricket #COVID19 pic.twitter.com/ZeJSMb8VaD",[],[],['https://pbs.twimg.com/media/EbIU-AnWsAowAY9.jpg'],1,0,1,"['#engvpak', '#cricket', '#covid19']",[],https://twitter.com/zwa007/status/1275104707174948864,False,,0,,,,,,,"[{'user_id': '1344139110', 'username': 'zwa007'}]",,,,
1275104638673358848,1275104638673358848,1592843610000,2020-06-22,16:33:30,UTC,16542390,espncricinfo,ESPNcricinfo,,"BREAKING: Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in doubt after all three tested positive for Covid-19
 https://es.pn/2B0a34z  pic.twitter.com/CZhkNOcO9T",[],['https://es.pn/2B0a34z'],['https://pbs.twimg.com/media/EbIU2GrVcAMMo9I.jpg'],50,149,936,[],[],https://twitter.com/ESPNcricinfo/status/1275104638673358848,False,,0,,,,,,,"[{'user_id': '16542390', 'username': 'ESPNcricinfo'}]",,,,
1275104354677088258,1275104354677088258,1592843543000,2020-06-22,16:32:23,UTC,1243831297660747776,reeshi_umar,Umar Kashmiri,,"#Flash

The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday
@reeshi_umar",['reeshi_umar'],[],[],0,0,0,['#flash'],[],https://twitter.com/reeshi_umar/status/1275104354677088258,False,,0,,,,,,,"[{'user_id': '1243831297660747776', 'username': 'reeshi_umar'}]",,,,
1275104009762856964,1275104009762856964,1592843460000,2020-06-22,16:31:00,UTC,2994850966,crickett20ipl,IndianPremierLeague,,"#Shadab Khan, Haris Rauf, Haider Ali test positive for Covid-19. #9:50 PM IST

Danyal Rasool

Haider Ali, Haris Rauf and Shadab Khan's participation in Pakistan's tour of England is in... -  https://is.gd/TILniC ",[],['https://is.gd/TILniC'],[],0,0,0,['#shadab'],[],https://twitter.com/CricketT20IPL/status/1275104009762856964,False,,0,,,,,,,"[{'user_id': '2994850966', 'username': 'CricketT20IPL'}]",,,,
1275103762315710476,1275103762315710476,1592843401000,2020-06-22,16:30:01,UTC,366265903,kevinalexandrog,Kevin Gonzalez,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday #ENGvPAK #Cricket #COVID19
Source: Gul5Waqas",[],[],[],0,0,0,"['#engvpak', '#cricket', '#covid19']",[],https://twitter.com/KevinAlexandroG/status/1275103762315710476,False,,0,,,,,,,"[{'user_id': '366265903', 'username': 'KevinAlexandroG'}]",,,,
1275103757882269696,1275103757882269696,1592843400000,2020-06-22,16:30:00,UTC,117356282,gdnonline,Gulf Daily News,,"More than 90 Indian and Pakistani medical professionals, who are employed in Oman but were overseas when the Covid-19 pandemic disrupted flights, have returned to the Sultanate.

Read More -  https://bit.ly/2Ymn94Z 
#Oman #Pakistan #India #Doctor #CoronaVirus #Muscat #COVID19 pic.twitter.com/FqkHUkB8Mp",[],['https://bit.ly/2Ymn94Z'],['https://pbs.twimg.com/media/EbHBBwaXQAIvM4J.jpg'],0,0,1,"['#oman', '#pakistan', '#india', '#doctor', '#coronavirus', '#muscat', '#covid19']",[],https://twitter.com/GDNonline/status/1275103757882269696,False,,0,,,,,,,"[{'user_id': '117356282', 'username': 'GDNonline'}]",,,,
1275103593956343808,1275102906497282050,1592843361000,2020-06-22,16:29:21,UTC,1879157131,soheilkhanzada,Soheil Khanzada,,Sir people of Pakistan are waiting for you to fight against Coronavirus just like you did against Dengue. Where are you hiding? It's not fair sir. You said that you're coming to Pakistan to lead the fight against Covid-19. Now you're hiding in your mother's basement. Why sir ?,['cmshehbaz'],[],[],0,0,0,[],[],https://twitter.com/SoheilKhanzada/status/1275103593956343808,False,,0,,,,,,,"[{'user_id': '1879157131', 'username': 'SoheilKhanzada'}, {'user_id': '136932734', 'username': 'CMShehbaz'}]",,,,
1275103520958689282,1275103520958689282,1592843344000,2020-06-22,16:29:04,UTC,794668417001357312,nclinc,NCL,,"Shadab Khan, Haris Rauf, Haider Ali test positive for Covid-19. – Trio were due to tour Pakistan for white-ball leg of their England series in August-September  http://www.espncricinfo.com/ci/content/story/1225449.html?CMP=OTC-RSS … pic.twitter.com/R6SG4FZRuv",[],['http://www.espncricinfo.com/ci/content/story/1225449.html?CMP=OTC-RSS'],['https://pbs.twimg.com/media/EbIT5SCWsAIpP5V.png'],0,0,0,[],[],https://twitter.com/nclinc/status/1275103520958689282,False,,0,,,,,,,"[{'user_id': '794668417001357312', 'username': 'nclinc'}]",,,,
1275103321737629699,1275103321737629699,1592843296000,2020-06-22,16:28:16,UTC,871658683628957696,alimujtaba03,Ali Mujtaba,,"The Pakistan Cricket Board has confirmed three players – Haider Ali, Haris Rauf and Shadab Khan have tested positive for Covid-19. The players had shown no symptoms until they were tested in Rawalpindi on Sunday #ENGvPAK #Cricket #COVID19",[],[],[],0,0,0,"['#engvpak', '#cricket', '#covid19']",[],https://twitter.com/AliMujtaba03/status/1275103321737629699,False,,0,,,,,,,"[{'user_id': '871658683628957696', 'username': 'AliMujtaba03'}]",,,,
1275102882493276162,1275102882493276162,1592843192000,2020-06-22,16:26:32,UTC,2975166889,javedrobertson,robertson javed,,"Liked  https://www.youtube.com/watch?v=-i53ZUPOsgUon … YouTube: COVID-19 Update:Decreasing Death Rate in Pakistan,some Chronic symptoms  https://ift.tt/2AYFrk4  June 22, 2020 at 06:37PM",[],"['https://www.youtube.com/watch?v=-i53ZUPOsgUon', 'https://ift.tt/2AYFrk4']",[],0,0,0,[],[],https://twitter.com/JavedRobertson/status/1275102882493276162,False,,0,,,,,,,"[{'user_id': '2975166889', 'username': 'JavedRobertson'}]",,,,
